ds,Nuclear_indisponibility
273,2012-09-30,1300.0
274,2012-10-01,0.0
275,2012-10-02,0.0
276,2012-10-03,0.0
277,2012-10-04,0.0
278,2012-10-05,0.0
279,2012-10-06,0.0
280,2012-10-07,0.0
281,2012-10-08,915.0
282,2012-10-09,1330.0
283,2012-10-10,0.0
284,2012-10-11,1335.0
285,2012-10-12,1335.0
286,2012-10-13,1335.0
287,2012-10-14,1335.0
288,2012-10-15,3935.0
289,2012-10-16,5315.0
290,2012-10-17,1790.0
291,2012-10-18,880.0
292,2012-10-19,880.0
293,2012-10-20,880.0
294,2012-10-21,880.0
295,2012-10-22,0.0
296,2012-10-23,0.0
297,2012-10-24,0.0
298,2012-10-25,0.0
