"Date"	"MaxTemperature	"MinTemperature	"Month"	"WeekDay"	"is_WeekDay"	"Holiday"	"Index"
2015-05-27 00:00:00	20.76	9.317142857142859	5	2	1	Day
2015-05-28 00:00:00	21.502857142857145	10.031428571428572	5	3	1	Day
2015-05-29 00:00:00	19.86857142857143	10.611428571428572	5	4	1	Day
2015-05-30 00:00:00	19.971428571428575	11.651428571428571	5	5	0	Day
2015-05-31 00:00:00	20.654285714285713	12.051428571428572	5	6	0	Day
2015-06-01 00:00:00	19.73142857142857	11.505714285714285	6	0	1	Day
2015-06-02 00:00:00	23.94857142857143	13.12	6	1	1	Day
2015-06-03 00:00:00	23.568571428571424	13.96285714285714	6	2	1	Day
2015-06-04 00:00:00	27.83428571428571	12.580000000000002	6	3	1	Day
2015-06-05 00:00:00	28.87714285714286	16.651428571428575	6	4	1	Day
2015-06-06 00:00:00	25.13714285714286	14.717142857142857	6	5	0	Day
2015-06-07 00:00:00	24.562857142857144	14.054285714285713	6	6	0	Day
2015-06-08 00:00:00	23.560000000000002	14.245714285714286	6	0	1	Day
2015-06-09 00:00:00	21.220000000000002	13.537142857142857	6	1	1	Day
2015-06-10 00:00:00	21.614285714285714	13.494285714285713	6	2	1	Day
2015-06-11 00:00:00	27.039999999999996	15.037142857142856	6	3	1	Day
2015-06-12 00:00:00	22.93142857142857	15.32571428571429	6	4	1	Day
2015-06-13 00:00:00	23.334285714285716	14.474285714285715	6	5	0	Day
2015-06-14 00:00:00	21.622857142857143	14.697142857142856	6	6	0	Day
2015-06-15 00:00:00	21.15142857142857	14.908571428571431	6	0	1	Day
2015-06-16 00:00:00	20.52	14.02857142857143	6	1	1	Day
2015-06-17 00:00:00	23.100000000000005	12.462857142857143	6	2	1	Day
2015-06-18 00:00:00	22.165714285714287	14.979999999999999	6	3	1	Day
2015-06-19 00:00:00	22.15142857142857	13.634285714285712	6	4	1	Day
2015-06-20 00:00:00	22.585714285714285	13.194285714285714	6	5	0	Day
2015-06-21 00:00:00	23.825714285714287	14.774285714285716	6	6	0	Day
2015-06-22 00:00:00	22.994285714285716	13.42	6	0	1	Day
2015-06-23 00:00:00	21.385714285714286	12.831428571428573	6	1	1	Day
2015-06-24 00:00:00	24.32857142857143	10.902857142857144	6	2	1	Day
2015-06-25 00:00:00	26.6	12.685714285714285	6	3	1	Day
2015-06-26 00:00:00	28.22	14.608571428571429	6	4	1	Day
2015-06-27 00:00:00	25.50857142857143	16.124285714285715	6	5	0	Day
2015-06-28 00:00:00	28.02285714285714	14.017142857142856	6	6	0	Day
2015-06-29 00:00:00	28.48857142857143	16.437142857142852	6	0	1	Day
2015-06-30 00:00:00	32.145714285714284	16.477142857142862	6	1	1	Day
2015-07-01 00:00:00	32.51428571428571	19.462857142857143	7	2	1	Day
2015-07-02 00:00:00	29.91428571428572	19.12857142857143	7	3	1	Day
2015-07-03 00:00:00	32.99142857142857	18.505714285714287	7	4	1	Day
2015-07-04 00:00:00	30.622857142857143	20.52	7	5	0	Day
2015-07-05 00:00:00	28.691428571428574	18.717142857142857	7	6	0	Day
2015-07-06 00:00:00	30.042857142857144	16.874285714285715	7	0	1	Day
2015-07-07 00:00:00	28.22	18.68285714285714	7	1	1	Day
2015-07-08 00:00:00	22.917142857142856	16.739999999999995	7	2	1	Day
2015-07-09 00:00:00	24.57428571428572	15.177142857142858	7	3	1	Day
2015-07-10 00:00:00	29.357142857142858	13.357142857142858	7	4	1	Day
2015-07-11 00:00:00	28.131428571428568	16.791428571428572	7	5	0	Day
2015-07-12 00:00:00	26.028571428571436	16.054285714285715	7	6	0	Day
2015-07-13 00:00:00	26.61714285714286	17.71428571428572	7	0	1	Day
2015-07-14 00:00:00	27.225714285714286	17.62857142857143	7	1	1	Holiday
2015-07-15 00:00:00	29.53142857142857	17.32	7	2	1	Day
2015-07-16 00:00:00	32.08285714285713	18.134285714285717	7	3	1	Day
2015-07-17 00:00:00	29.52857142857143	19.845714285714283	7	4	1	Day
2015-07-18 00:00:00	28.328571428571433	18.37142857142857	7	5	0	Day
2015-07-19 00:00:00	27.168571428571425	18.319999999999997	7	6	0	Day
2015-07-20 00:00:00	28.302857142857142	19.68285714285714	7	0	1	Day
2015-07-21 00:00:00	29.62	19.542857142857144	7	1	1	Day
2015-07-22 00:00:00	27.1	19.07142857142857	7	2	1	Day
2015-07-23 00:00:00	26.28857142857143	17.48	7	3	1	Day
2015-07-24 00:00:00	27.69428571428572	16.81714285714286	7	4	1	Day
2015-07-25 00:00:00	23.002857142857142	14.372857142857143	7	5	0	Day
2015-07-26 00:00:00	22.24857142857143	12.865714285714287	7	6	0	Day
2015-07-27 00:00:00	24.04571428571429	17.108571428571427	7	0	1	Day
2015-07-28 00:00:00	22.154285714285717	15.678571428571429	7	1	1	Day
2015-07-29 00:00:00	22.09142857142857	14.231428571428571	7	2	1	Day
2015-07-30 00:00:00	21.56	12.794285714285715	7	3	1	Day
2015-07-31 00:00:00	23.211428571428574	11.194285714285714	7	4	1	Day
2015-08-01 00:00:00	23.762857142857143	14.277142857142858	8	5	0	Day
2015-08-02 00:00:00	28.971428571428568	13.002857142857144	8	6	0	Day
2015-08-03 00:00:00	30.917142857142853	16.691428571428574	8	0	1	Day
2015-08-04 00:00:00	25.202857142857145	17.185714285714287	8	1	1	Day
2015-08-05 00:00:00	29.845714285714283	15.48857142857143	8	2	1	Day
2015-08-06 00:00:00	29.65428571428571	18.368571428571432	8	3	1	Day
2015-08-07 00:00:00	30.405714285714286	17.69142857142857	8	4	1	Day
2015-08-08 00:00:00	25.977142857142855	17.95142857142857	8	5	0	Day
2015-08-09 00:00:00	23.822857142857142	17.397142857142857	8	6	0	Day
2015-08-10 00:00:00	25.617142857142856	16.834285714285716	8	0	1	Day
2015-08-11 00:00:00	27.73714285714286	17.257142857142853	8	1	1	Day
2015-08-12 00:00:00	31.037142857142857	18.96	8	2	1	Day
2015-08-13 00:00:00	26.357142857142858	18.374285714285715	8	3	1	Day
2015-08-14 00:00:00	22.53142857142857	16.662857142857145	8	4	1	Day
2015-08-15 00:00:00	20.599999999999998	14.455714285714286	8	5	0	Holiday
2015-08-16 00:00:00	21.419999999999998	13.14285714285714	8	6	0	Day
2015-08-17 00:00:00	22.217142857142857	13.765714285714285	8	0	1	Day
2015-08-18 00:00:00	22.171428571428567	13.788571428571428	8	1	1	Day
2015-08-19 00:00:00	23.745714285714282	13.397142857142855	8	2	1	Day
2015-08-20 00:00:00	25.365714285714283	14.628571428571428	8	3	1	Day
2015-08-21 00:00:00	28.54	15.037142857142856	8	4	1	Day
2015-08-22 00:00:00	28.51142857142857	15.471428571428572	8	5	0	Day
2015-08-23 00:00:00	21.354285714285712	16.6	8	6	0	Day
2015-08-24 00:00:00	20.44	14.661428571428571	8	0	1	Day
2015-08-25 00:00:00	22.26285714285714	12.808571428571428	8	1	1	Day
2015-08-26 00:00:00	26.791428571428575	14.731428571428571	8	2	1	Day
2015-08-27 00:00:00	23.35428571428571	16.445714285714285	8	3	1	Day
2015-08-28 00:00:00	25.50857142857143	16.182857142857145	8	4	1	Day
2015-08-29 00:00:00	29.334285714285716	16.217142857142854	8	5	0	Day
2015-08-30 00:00:00	30.314285714285713	18.3	8	6	0	Day
2015-08-31 00:00:00	27.337142857142855	18.499999999999996	8	0	1	Day
2015-09-01 00:00:00	21.728571428571428	14.627142857142859	9	1	1	Day
2015-09-02 00:00:00	21.354285714285716	12.871428571428572	9	2	1	Day
2015-09-03 00:00:00	20.171428571428574	12.657142857142857	9	3	1	Day
2015-09-04 00:00:00	19.142857142857142	11.817142857142855	9	4	1	Day
2015-09-05 00:00:00	19.045714285714283	12.225714285714284	9	5	0	Day
2015-09-06 00:00:00	19.451428571428572	10.85714285714286	9	6	0	Day
2015-09-07 00:00:00	20.44571428571429	9.282857142857143	9	0	1	Day
2015-09-08 00:00:00	21.325714285714287	11.008571428571429	9	1	1	Day
2015-09-09 00:00:00	23.805714285714288	10.628571428571428	9	2	1	Day
2015-09-10 00:00:00	23.345714285714283	11.520000000000001	9	3	1	Day
2015-09-11 00:00:00	23.30857142857143	11.168571428571427	9	4	1	Day
2015-09-12 00:00:00	20.75142857142857	15.291428571428574	9	5	0	Day
2015-09-13 00:00:00	20.382857142857144	14.151428571428571	9	6	0	Day
2015-09-14 00:00:00	18.685714285714287	12.817142857142859	9	0	1	Day
2015-09-15 00:00:00	18.777142857142856	12.065714285714286	9	1	1	Day
2015-09-16 00:00:00	21.7	16.931428571428572	9	2	1	Day
2015-09-17 00:00:00	18.942857142857143	13.075714285714286	9	3	1	Day
2015-09-18 00:00:00	19.154285714285713	12.354285714285714	9	4	1	Day
2015-09-19 00:00:00	19.36857142857143	12.284285714285714	9	5	0	Day
