Date	MaxTemperature	MinTemperature	MeanTemperature	DailyConsumption	Month	Weekday	is_WeekDay	Holiday	Index	year	load_variation_mean	potential_bridge_holiday	snow	floods	storm	hurricane	heavy_rains	cold	hot	OddWeekday	OddHoliday	OddTemp	OddNeighbor	HD_predicted	nonWorkingDay	ToTag
2013-03-03 00:00:00	9.355099999999998	0.3727	3.9511687499999995	3116604.0	3	6	0	Day	66	2013.0	0.0954651026016634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-04 00:00:00	14.33435	0.7494000000000001	7.023180208333334	3325221.0	3	0	1	Day	67	2013.0	0.11411679334669915	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-05 00:00:00	14.149349999999998	6.84995	10.138922395833333	3202560.0	3	1	1	Day	68	2013.0	0.09824739901114386	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-06 00:00:00	12.866249999999996	8.6937	10.567709375	3091256.0	3	2	1	Day	69	2013.0	0.09939869407713574	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-07 00:00:00	14.9491	8.870199999999997	11.340503645833332	2989464.0	3	3	1	Day	70	2013.0	0.09865603769197433	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-08 00:00:00	13.8742	9.4991	11.222008854166667	2914021.0	3	4	1	Day	71	2013.0	0.09773215893531413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-09 00:00:00	14.648700000000002	7.356550000000001	10.336245833333333	2623382.0	3	5	0	Day	72	2013.0	0.08929821190095666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-10 00:00:00	11.9146	5.737500000000002	8.3152609375	2583439.0	3	6	0	Day	73	2013.0	0.08804919888954874	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-11 00:00:00	8.51285	4.1317	6.048751041666667	3169441.0	3	0	1	Day	74	2013.0	0.09950884885196837	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-12 00:00:00	4.1559	0.3477750000000001	2.915016145833333	3464251.0	3	1	1	Day	75	2013.0	0.10021597143879671	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-13 00:00:00	3.856500000000001	-1.9505000000000003	1.030796354166667	3658569.0	3	2	1	Day	76	2013.0	0.10073121151462637	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-14 00:00:00	4.9376	-0.32309999999999994	1.880341666666667	3641398.0	3	3	1	Day	77	2013.0	0.09910909362072115	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-15 00:00:00	7.189850000000002	-1.8256	2.6695630208333334	3618149.0	3	4	1	Day	78	2013.0	0.10847047279157211	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-16 00:00:00	9.43665	0.7164500000000003	5.2038484375	3244888.0	3	5	0	Day	79	2013.0	0.0875090851548859	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-17 00:00:00	8.4364	4.514525000000001	6.4256343750000005	2978513.0	3	6	0	Day	80	2013.0	0.09127033770844281	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-18 00:00:00	7.879650000000002	2.95355	5.3598828125	3360425.0	3	0	1	Day	81	2013.0	0.0978583039193966	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-19 00:00:00	9.8294	3.5535	6.460702604166667	3350198.0	3	1	1	Day	82	2013.0	0.09835755378597638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-20 00:00:00	10.06705	4.7982000000000005	6.918343750000001	3287253.0	3	2	1	Day	83	2013.0	0.10034566980271248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-21 00:00:00	11.57785	3.4683	7.343703645833334	3260464.0	3	3	1	Day	84	2013.0	0.09656842703990562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-22 00:00:00	14.81285	5.0513	9.658126562500001	3070750.0	3	4	1	Day	85	2013.0	0.09504047371158303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-23 00:00:00	12.119000000000002	6.88205	9.159142708333333	2752524.0	3	5	0	Day	86	2013.0	0.08860352614354487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-24 00:00:00	9.4263	5.65525	7.275513020833333	2706765.0	3	6	0	Day	87	2013.0	0.0944630494886704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-25 00:00:00	9.19655	4.37565	6.396025520833334	3141131.0	3	0	1	Day	88	2013.0	0.09926366564347006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-26 00:00:00	7.999650000000001	3.2459	5.477486979166668	3246541.0	3	1	1	Day	89	2013.0	0.0966341645668218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-27 00:00:00	8.7618	1.91035	5.329202604166667	3263252.0	3	2	1	Day	90	2013.0	0.09871822183905721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-28 00:00:00	7.6189	3.4051	5.148865104166667	3282511.0	3	3	1	Day	91	2013.0	0.09171451018760636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-03-29 00:00:00	8.46805	2.3271	5.333177083333333	3276812.0	3	4	1	Day	92	2013.0	0.09340769567817782	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-30 00:00:00	7.87575	4.2543500000000005	5.778653645833333	3007398.0	3	5	0	Day	93	2013.0	0.0920858383801871	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-03-31 00:00:00	8.26825	1.6627000000000005	4.802434782608694	2734572.0	3	6	0	Day	94	2013.0	0.14081233603947405	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-04-01 00:00:00	9.829	1.0368500000000005	5.359581770833333	2886579.0	4	0	1	Holiday	95	2013.0	0.08221277251333971	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-04-02 00:00:00	10.990600000000002	2.82395	6.680896875000001	3181652.0	4	1	1	Day	96	2013.0	0.09463894179041919	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-04-03 00:00:00	10.59635	1.92595	6.383984375	3186349.0	4	2	1	Day	97	2013.0	0.09206274141127056	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-04-04 00:00:00	8.966199999999997	3.0141500000000008	6.0530125	3267973.0	4	3	1	Day	98	2013.0	0.08527045585990159	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-04-05 00:00:00	8.003300000000001	4.02275	5.776405208333333	3279184.0	4	4	1	Day	99	2013.0	0.084975525333737	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-04-06 00:00:00	7.81965	3.5767	5.507381250000001	3029914.0	4	5	0	Day	100	2013.0	0.0805142569530183	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	0	0	0	0	0
2013-04-07 00:00:00	10.678499999999998	2.7381	6.555373437500001	2794847.0	4	6	0	Day	101	2013.0	0.08451180926549023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-08 00:00:00	10.8012	4.7523	7.6253453124999995	3082997.0	4	0	1	Day	102	2013.0	0.08832636251654681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-09 00:00:00	11.914599999999998	5.93945	8.9689828125	3074411.0	4	1	1	Day	103	2013.0	0.08446383863774057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-10 00:00:00	13.6643	7.8180999999999985	10.752104166666669	2984736.0	4	2	1	Day	104	2013.0	0.08463973093948936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-11 00:00:00	14.23095	10.51	12.06721875	2873480.0	4	3	1	Day	105	2013.0	0.0808162942388495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-12 00:00:00	14.37265	8.88575	11.268164583333336	2800460.0	4	4	1	Day	106	2013.0	0.08003455067552165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-13 00:00:00	16.219649999999998	7.4453	11.84875	2481268.0	4	5	0	Day	107	2013.0	0.07545779745022045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0
2013-04-14 00:00:00	23.100850000000005	10.5953	16.476761458333332	2134529.0	4	6	0	Day	108	2013.0	0.07748855402495622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0
2013-04-15 00:00:00	19.6109	11.44165	15.400206250000002	2401201.0	4	0	1	Day	109	2013.0	0.07967210593252422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0
2013-04-16 00:00:00	19.262350000000005	10.90115	15.053758333333334	2459188.0	4	1	1	Day	110	2013.0	0.07635857923796414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0
2013-04-17 00:00:00	23.8904	10.8989	17.2837390625	2413213.0	4	2	1	Day	111	2013.0	0.07676011115912798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0
2013-04-18 00:00:00	17.34665	11.573850000000002	14.473759375	2395168.0	4	3	1	Day	112	2013.0	0.07903605094236199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-19 00:00:00	12.25665	8.075449999999998	10.368827083333334	2485800.0	4	4	1	Day	113	2013.0	0.0781210556352851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-20 00:00:00	12.079350000000002	5.5359	8.795839583333333	2356792.0	4	5	0	Day	114	2013.0	0.07319251780648635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-21 00:00:00	14.16185	4.70015	9.620730729166667	2232935.0	4	6	0	Day	115	2013.0	0.07858832508336516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-22 00:00:00	14.504850000000005	6.09405	10.533134895833333	2565246.0	4	0	1	Day	116	2013.0	0.08186631797959215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-23 00:00:00	17.2307	7.061300000000001	12.152308854166668	2570829.0	4	1	1	Day	117	2013.0	0.07631238530013112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-24 00:00:00	21.729299999999995	7.57145	14.718378645833335	2478132.0	4	2	1	Day	118	2013.0	0.07417858071022944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-25 00:00:00	23.7384	10.04775	17.133438020833335	2390991.0	4	3	1	Day	119	2013.0	0.0740630958656469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-26 00:00:00	15.5021	9.307775	13.145540104166665	2424094.0	4	4	1	Day	120	2013.0	0.07981068774602323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-27 00:00:00	9.650850000000002	6.07825	7.989557291666666	2342416.0	4	5	0	Day	121	2013.0	0.07854213114553213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
2013-04-28 00:00:00	10.76265	4.5493	7.671525	2327440.0	4	6	0	Day	122	2013.0	0.07716519646012512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
