ds,consommation_france,temperature,is_holiday_day,prev_J_1
2018-01-06 22:00:00,59006.0,7.7837514045495855,0,60000.0
2018-01-06 22:30:00,59695.0,7.814047335571993,0,61500.0
2018-01-06 23:00:00,62627.0,7.848498937468957,0,64400.0
2018-01-06 23:30:00,62159.0,7.8849836583451856,0,64300.0
2018-01-07 00:00:00,62260.0,7.921951219512197,0,62800.0
2018-01-07 00:30:00,60650.0,7.9585262666795344,0,60500.0
2018-01-07 01:00:00,57740.0,7.9945210690245405,0,58000.0
2018-01-07 01:30:00,57222.0,8.030219878261544,0,58300.0
2018-01-07 02:00:00,56310.0,8.066073335589634,0,57700.0
2018-01-07 02:30:00,55597.0,8.102389418943437,0,55400.0
2018-01-07 03:00:00,53348.0,8.139024390243904,0,53500.0
2018-01-07 03:30:00,52239.0,8.17508211724478,0,52300.0
2018-01-07 04:00:00,51031.0,8.208831134866994,0,51200.0
2018-01-07 04:30:00,50506.0,8.238174429848451,0,50700.0
2018-01-07 05:00:00,50103.0,8.261336964881794,0,50300.0
2018-01-07 05:30:00,50717.0,8.277561577347793,0,50900.0
2018-01-07 06:00:00,50829.0,8.28780487804878,0,51100.0
2018-01-07 06:30:00,51753.0,8.295414927204938,0,51800.0
2018-01-07 07:00:00,51988.0,8.306335119285768,0,52600.0
2018-01-07 07:30:00,52882.0,8.328105367192322,0,53300.0
2018-01-07 08:00:00,53560.0,8.368389495274599,0,54300.0
2018-01-07 08:30:00,54269.0,8.433484409611811,0,54900.0
2018-01-07 09:00:00,54980.0,8.526829268292682,0,55800.0
2018-01-07 09:30:00,56565.0,8.64754220374609,0,57500.0
2018-01-07 10:00:00,58194.0,8.789673398381797,0,59200.0
2018-01-07 10:30:00,59347.0,8.94327659555667,0,60200.0
2018-01-07 11:00:00,60810.0,9.09619696385092,0,61000.0
2018-01-07 11:30:00,61993.0,9.235886513394775,0,62100.0
2018-01-07 12:00:00,63284.0,9.351219512195124,0,63500.0
2018-01-07 12:30:00,64303.0,9.4342841881174,0,63400.0
2018-01-07 13:00:00,65375.0,9.481557857903963,0,65200.0
2018-01-07 13:30:00,63576.0,9.49351690943884,0,62100.0
2018-01-07 14:00:00,61866.0,9.473630211048976,0,60100.0
2018-01-07 14:30:00,60897.0,9.427328806460677,0,60000.0
2018-01-07 15:00:00,59307.0,9.360975609756096,0,57800.0
2018-01-07 15:30:00,59104.0,9.280844225650027,0,57400.0
2018-01-07 16:00:00,58474.0,9.192335028094755,0,56700.0
2018-01-07 16:30:00,58366.0,9.099793510025442,0,56800.0
2018-01-07 17:00:00,58666.0,9.006565891433596,0,58000.0
2018-01-07 17:30:00,60737.0,8.915063852760838,0,60800.0
2018-01-07 18:00:00,63226.0,8.826829268292684,0,63500.0
2018-01-07 18:30:00,64970.0,8.742600121674693,0,65000.0
2018-01-07 19:00:00,66405.0,8.66240715661039,0,66600.0
2018-01-07 19:30:00,66587.0,8.585748547636019,0,66600.0
2018-01-07 20:00:00,65912.0,8.511795306077056,0,65600.0
2018-01-07 20:30:00,64403.0,8.439597868127112,0,64100.0
2018-01-07 21:00:00,63182.0,8.36829268292683,0,62800.0
2018-01-07 21:30:00,61664.0,8.297305591104358,0,61200.0
2018-01-07 22:00:00,60508.0,8.226471755316945,0,59700.0
2018-01-07 22:30:00,60748.0,8.155943761256832,0,60600.0
2018-01-07 23:00:00,63474.0,8.086016270658304,0,63500.0
2018-01-07 23:30:00,62707.0,8.016947464766268,0,63200.0
2018-01-08 00:00:00,62709.0,7.9487804878048784,0,60500.0
2018-01-08 00:30:00,61170.0,7.881168808912612,0,58800.0
2018-01-08 01:00:00,58630.0,7.813303464206451,0,56700.0
2018-01-08 01:30:00,58156.0,7.744098917635133,0,57400.0
2018-01-08 02:00:00,57745.0,7.672480801961488,0,56900.0
2018-01-08 02:30:00,57243.0,7.597677578211265,0,55500.0
2018-01-08 03:00:00,55560.0,7.519512195121951,0,53800.0
2018-01-08 03:30:00,54512.0,7.438690440928828,0,52800.0
2018-01-08 04:00:00,53508.0,7.357003295918938,0,51800.0
2018-01-08 04:30:00,53748.0,7.277310979242077,0,52100.0
2018-01-08 05:00:00,54308.0,7.2034409964896975,0,53200.0
