"Date"	"MaxTemperature	"MinTemperature	"Month"	"WeekDay"	"is_WeekDay"	"Holiday"	"Index"	"OddWeekday"	"OddHoliday"	"OddTemp"
2013-01-23 00:00:00	4.651428571428571	1.314285714285714	1	2	1	Day	27	0	0	0
2013-01-24 00:00:00	4.085714285714285	0.21999999999999997	1	3	1	Day	28	0	0	0
2013-01-25 00:00:00	2.5428571428571427	-1.734285714285714	1	4	1	Day	29	0	0	0
2013-01-26 00:00:00	5.914285714285715	-1.0771428571428572	1	5	0	Day	30	0	0	0
2013-01-27 00:00:00	7.6885714285714295	2.942857142857143	1	6	0	Day	31	0	0	0
2013-01-28 00:00:00	9.645714285714286	3.908571428571428	1	0	1	Day	32	0	0	0
2013-01-29 00:00:00	11.419999999999998	6.6742857142857135	1	1	1	Day	33	0	0	0
2013-01-30 00:00:00	14.300000000000002	8.817142857142859	1	2	1	Day	34	0	0	0
2013-01-31 00:00:00	12.534285714285716	6.791428571428571	1	3	1	Day	35	0	0	0
2013-02-01 00:00:00	11.425714285714287	7.728571428571429	2	4	1	Day	36	0	0	0
2013-02-02 00:00:00	7.631428571428571	2.962857142857143	2	5	0	Day	37	0	0	0
2013-02-03 00:00:00	6.4	1.6885714285714284	2	6	0	Day	38	0	0	0
2013-02-04 00:00:00	10.474285714285713	5.048571428571428	2	0	1	Day	39	0	0	0
2013-02-05 00:00:00	7.6171428571428565	3.8485714285714283	2	1	1	Day	40	0	0	0
2013-02-06 00:00:00	6.368571428571428	3.1785714285714284	2	2	1	Day	41	0	0	0
2013-02-07 00:00:00	5.4228571428571435	1.8285714285714285	2	3	1	Day	42	0	0	0
2013-02-08 00:00:00	4.859999999999999	0.8514285714285714	2	4	1	Day	43	0	0	0
2013-02-09 00:00:00	4.62	-0.03714285714285712	2	5	0	Day	44	0	0	0
2013-02-10 00:00:00	4.3828571428571435	0.2857142857142858	2	6	0	Day	45	0	0	0
2013-02-11 00:00:00	5.168571428571429	1.6228571428571428	2	0	1	Day	46	0	0	0
2013-02-12 00:00:00	4.502857142857143	0.9085714285714285	2	1	1	Day	47	0	0	0
2013-02-13 00:00:00	4.337142857142856	0.5085714285714285	2	2	1	Day	48	0	0	1
2013-02-14 00:00:00	7.01142857142857	0.1171428571428571	2	3	1	Day	49	0	0	1
2013-02-15 00:00:00	9.042857142857144	3.2885714285714283	2	4	1	Day	50	0	0	0
2013-02-16 00:00:00	8.702857142857143	1.0457142857142858	2	5	0	Day	51	0	0	0
2013-02-17 00:00:00	8.128571428571428	0.3171428571428571	2	6	0	Day	52	0	0	0
2013-02-18 00:00:00	8.540000000000001	0.9799999999999999	2	0	1	Day	53	0	0	0
2013-02-19 00:00:00	9.785714285714286	-1.0914285714285714	2	1	1	Day	54	0	0	0
2013-02-20 00:00:00	8.885714285714286	0.19999999999999998	2	2	1	Day	55	0	0	0
2013-02-21 00:00:00	4.702857142857143	-0.8542857142857143	2	3	1	Day	56	0	0	0
2013-02-22 00:00:00	2.2285714285714286	-2.5257142857142854	2	4	1	Day	57	0	0	1
2013-02-23 00:00:00	0.008571428571428567	-3.16	2	5	0	Day	58	0	0	1
2013-02-24 00:00:00	1.314285714285714	-1.8142857142857143	2	6	0	Day	59	0	0	0
2013-02-25 00:00:00	3.3114285714285714	-0.7828571428571428	2	0	1	Day	60	0	0	0
2013-02-26 00:00:00	4.948571428571429	-0.8514285714285713	2	1	1	Day	61	0	0	0
2013-02-27 00:00:00	5.837142857142856	0.5542857142857143	2	2	1	Day	62	0	0	0
2013-02-28 00:00:00	6.814285714285714	0.5457142857142857	2	3	1	Day	63	0	0	0
2013-03-01 00:00:00	6.114285714285714	2.3200000000000003	3	4	1	Day	64	0	0	0
2013-03-02 00:00:00	6.268571428571428	1.68	3	5	0	Day	65	0	0	0
2013-03-03 00:00:00	9.58	0.0714285714285714	3	6	0	Day	66	0	0	0
2013-03-04 00:00:00	13.982857142857142	0.5714285714285714	3	0	1	Day	67	0	0	0
2013-03-05 00:00:00	13.66	6.517142857142857	3	1	1	Day	68	0	0	0
2013-03-06 00:00:00	12.594285714285713	8.268571428571429	3	2	1	Day	69	0	0	0
2013-03-07 00:00:00	14.725714285714284	8.622857142857141	3	3	1	Day	70	0	0	0
2013-03-08 00:00:00	14.005714285714285	9.165714285714282	3	4	1	Day	71	0	0	0
2013-03-09 00:00:00	14.585714285714287	7.291428571428572	3	5	0	Day	72	0	0	0
2013-03-10 00:00:00	11.957142857142856	5.631428571428572	3	6	0	Day	73	0	0	0
2013-03-11 00:00:00	9.048571428571428	4.222857142857143	3	0	1	Day	74	0	0	0
2013-03-12 00:00:00	5.294285714285714	1.117142857142857	3	1	1	Day	75	0	0	0
2013-03-13 00:00:00	4.245714285714286	-1.08	3	2	1	Day	76	0	0	0
2013-03-14 00:00:00	4.98	-0.3685714285714286	3	3	1	Day	77	0	0	0
2013-03-15 00:00:00	7.220000000000001	-1.6228571428571428	3	4	1	Day	78	0	0	0
2013-03-16 00:00:00	9.56	0.0057142857142857195	3	5	0	Day	79	0	0	0
2013-03-17 00:00:00	8.137142857142857	4.687142857142858	3	6	0	Day	80	0	0	0
2013-03-18 00:00:00	8.577142857142858	3.1457142857142855	3	0	1	Day	81	0	0	0
2013-03-19 00:00:00	10.177142857142858	3.411428571428571	3	1	1	Day	82	0	0	0
2013-03-20 00:00:00	10.377142857142859	4.868571428571428	3	2	1	Day	83	0	0	0
2013-03-21 00:00:00	11.757142857142856	3.271428571428572	3	3	1	Day	84	0	0	0
2013-03-22 00:00:00	14.405714285714286	4.437142857142858	3	4	1	Day	85	0	0	0
2013-03-23 00:00:00	11.097142857142856	6.420000000000002	3	5	0	Day	86	0	0	0
2013-03-24 00:00:00	9.145714285714288	5.682857142857143	3	6	0	Day	87	0	0	0
2013-03-25 00:00:00	9.277142857142858	4.242857142857143	3	0	1	Day	88	0	0	0
2013-03-26 00:00:00	8.28857142857143	3.1885714285714286	3	1	1	Day	89	0	0	0
2013-03-27 00:00:00	8.825714285714287	1.9228571428571433	3	2	1	Day	90	0	0	0
2013-03-28 00:00:00	7.497142857142856	3.6085714285714285	3	3	1	Day	91	0	0	0
2013-03-29 00:00:00	8.802857142857142	2.6428571428571423	3	4	1	Day	92	0	0	0
2013-03-30 00:00:00	8.842857142857143	4.7057142857142855	3	5	0	Day	93	0	0	0
2013-03-31 00:00:00	8.725714285714286	2.208571428571429	3	6	0	Day	94	0	0	1
2013-04-01 00:00:00	9.645714285714286	0.9400000000000002	4	0	1	Holiday	95	1	1	0
2013-04-02 00:00:00	11.128571428571426	2.754285714285714	4	1	1	Day	96	0	0	0
2013-04-03 00:00:00	10.957142857142857	2.234285714285714	4	2	1	Day	97	0	0	0
2013-04-04 00:00:00	9.625714285714285	3.248571428571428	4	3	1	Day	98	0	0	1
2013-04-05 00:00:00	8.662857142857144	4.220000000000001	4	4	1	Day	99	0	0	0
2013-04-06 00:00:00	8.022857142857141	3.7685714285714287	4	5	0	Day	100	0	0	0
2013-04-07 00:00:00	11.082857142857142	2.8485714285714283	4	6	0	Day	101	0	0	0
2013-04-08 00:00:00	11.054285714285713	4.357142857142857	4	0	1	Day	102	0	0	0
2013-04-09 00:00:00	12.137142857142857	5.6485714285714295	4	1	1	Day	103	0	0	0
2013-04-10 00:00:00	14.051428571428572	7.671428571428572	4	2	1	Day	104	0	0	0
2013-04-11 00:00:00	14.391428571428573	10.191428571428569	4	3	1	Day	105	0	0	0
2013-04-12 00:00:00	14.379999999999999	8.80857142857143	4	4	1	Day	106	0	0	0
2013-04-13 00:00:00	16.602857142857143	7.557142857142857	4	5	0	Day	107	0	0	0
2013-04-14 00:00:00	22.76571428571429	9.920000000000002	4	6	0	Day	108	0	0	1
2013-04-15 00:00:00	19.822857142857142	10.188571428571429	4	0	1	Day	109	0	0	0
2013-04-16 00:00:00	19.64	10.422857142857143	4	1	1	Day	110	0	0	0
2013-04-17 00:00:00	23.665714285714284	10.762857142857143	4	2	1	Day	111	0	0	1
2013-04-18 00:00:00	18.06285714285714	11.297142857142857	4	3	1	Day	112	0	0	0
2013-04-19 00:00:00	12.554285714285715	7.910000000000001	4	4	1	Day	113	0	0	0
2013-04-20 00:00:00	11.491428571428571	5.771428571428571	4	5	0	Day	114	0	0	0
2013-04-21 00:00:00	13.780000000000001	5.045714285714285	4	6	0	Day	115	0	0	0
2013-04-22 00:00:00	14.837142857142856	6.188571428571429	4	0	1	Day	116	0	0	0
2013-04-23 00:00:00	17.09714285714286	7.122857142857143	4	1	1	Day	117	0	0	0
2013-04-24 00:00:00	20.89142857142857	7.177142857142858	4	2	1	Day	118	0	0	0
2013-04-25 00:00:00	23.194285714285716	9.64	4	3	1	Day	119	0	0	1
2013-04-26 00:00:00	14.668571428571427	9.234285714285715	4	4	1	Day	120	0	0	1
2013-04-27 00:00:00	9.43142857142857	5.82142857142857	4	5	0	Day	121	0	0	0
2013-04-28 00:00:00	10.43142857142857	4.819999999999999	4	6	0	Day	122	0	0	0
2013-04-29 00:00:00	13.234285714285713	6.054285714285714	4	0	1	Day	123	0	0	0
2013-04-30 00:00:00	13.945714285714287	8.711428571428572	4	1	1	Day	124	0	0	0
2013-05-01 00:00:00	15.528571428571428	9.565714285714286	5	2	1	Holiday	125	1	0	0
2013-05-02 00:00:00	16.699999999999996	8.342857142857143	5	3	1	Day	126	0	0	0
2013-05-03 00:00:00	16.114285714285714	9.619999999999997	5	4	1	Day	127	0	0	0
2013-05-04 00:00:00	17.637142857142855	8.397142857142857	5	5	0	Day	128	0	0	0
2013-05-05 00:00:00	18.685714285714283	9.354285714285714	5	6	0	Day	129	0	0	0
2013-05-06 00:00:00	19.988571428571433	9.474285714285715	5	0	1	Day	130	0	0	0
2013-05-07 00:00:00	20.482857142857142	11.194285714285714	5	1	1	Day	131	0	0	0
2013-05-08 00:00:00	19.445714285714285	11.668571428571429	5	2	1	Holiday	132	0	0	0
2013-05-09 00:00:00	17.745714285714286	11.780000000000001	5	3	1	Holiday	133	1	0	0
2013-05-10 00:00:00	15.834285714285713	10.439999999999998	5	4	1	Day	134	0	0	0
2013-05-11 00:00:00	16.257142857142856	9.902857142857144	5	5	0	Day	135	0	0	0
2013-05-12 00:00:00	15.294285714285714	9.251428571428571	5	6	0	Day	136	0	0	0
2013-05-13 00:00:00	16.871428571428567	9.942857142857145	5	0	1	Day	137	0	0	0
2013-05-14 00:00:00	16.939999999999998	9.717142857142855	5	1	1	Day	138	0	0	0
2013-05-15 00:00:00	14.360000000000001	9.67142857142857	5	2	1	Day	139	0	0	1
2013-05-16 00:00:00	13.391428571428573	8.362857142857145	5	3	1	Day	140	0	0	0
2013-05-17 00:00:00	14.8	7.111428571428571	5	4	1	Day	141	0	0	0
2013-05-18 00:00:00	14.537142857142857	8.517142857142856	5	5	0	Day	142	0	0	0
2013-05-19 00:00:00	13.954285714285714	9.291428571428572	5	6	0	Day	143	0	0	0
2013-05-20 00:00:00	13.677142857142856	8.768571428571429	5	0	1	Holiday	144	1	1	0
2013-05-21 00:00:00	14.165714285714282	9.482857142857144	5	1	1	Day	145	0	0	0
2013-05-22 00:00:00	15.245714285714286	9.928571428571429	5	2	1	Day	146	0	0	0
2013-05-23 00:00:00	13.102857142857143	7.308571428571429	5	3	1	Day	147	0	0	0
2013-05-24 00:00:00	10.694285714285714	5.705714285714285	5	4	1	Day	148	0	0	0
2013-05-25 00:00:00	13.042857142857143	6.574285714285714	5	5	0	Day	149	1	0	0
2013-05-26 00:00:00	15.34	5.6971428571428575	5	6	0	Day	150	0	0	0
2013-05-27 00:00:00	18.254285714285714	5.891428571428572	5	0	1	Day	151	0	0	0
2013-05-28 00:00:00	13.782857142857143	8.752857142857142	5	1	1	Day	152	0	0	1
2013-05-29 00:00:00	13.585714285714285	7.225714285714285	5	2	1	Day	153	0	0	0
2013-05-30 00:00:00	14.694285714285712	8.777142857142858	5	3	1	Day	154	0	0	0
2013-05-31 00:00:00	15.860000000000001	10.251428571428571	5	4	1	Day	155	0	0	1
2013-06-01 00:00:00	18.399999999999995	11.608571428571427	6	5	0	Day	156	0	0	0
2013-06-02 00:00:00	18.602857142857143	10.597142857142858	6	6	0	Day	157	0	0	0
2013-06-03 00:00:00	18.28571428571428	9.56857142857143	6	0	1	Day	158	0	0	0
2013-06-04 00:00:00	19.46	8.982857142857142	6	1	1	Day	159	0	0	0
2013-06-05 00:00:00	22.617142857142856	9.90857142857143	6	2	1	Day	160	0	0	0
2013-06-06 00:00:00	24.685714285714283	12.191428571428569	6	3	1	Day	161	0	0	0
2013-06-07 00:00:00	25.099999999999998	12.845714285714285	6	4	1	Day	162	0	0	0
2013-06-08 00:00:00	20.565714285714282	13.674285714285713	6	5	0	Day	163	0	0	0
2013-06-09 00:00:00	17.525714285714287	13.017142857142858	6	6	0	Day	164	0	0	1
2013-06-10 00:00:00	19.180000000000007	12.094285714285714	6	0	1	Day	165	0	0	0
2013-06-11 00:00:00	21.408571428571427	12.731428571428571	6	1	1	Day	166	0	0	0
2013-06-12 00:00:00	23.494285714285713	15.22	6	2	1	Day	167	0	0	0
2013-06-13 00:00:00	20.191428571428577	13.801428571428572	6	3	1	Day	168	0	0	0
2013-06-14 00:00:00	21.348571428571425	11.931428571428572	6	4	1	Day	169	0	0	0
2013-06-15 00:00:00	22.07714285714286	13.385714285714284	6	5	0	Day	170	0	0	0
2013-06-16 00:00:00	24.788571428571426	12.882857142857143	6	6	0	Day	171	0	0	0
2013-06-17 00:00:00	26.41142857142857	16.182857142857145	6	0	1	Day	172	0	0	0
2013-06-18 00:00:00	25.751428571428573	17.360000000000003	6	1	1	Day	173	0	0	0
2013-06-19 00:00:00	23.974285714285713	17.988571428571426	6	2	1	Day	174	0	0	0
2013-06-20 00:00:00	20.84857142857143	15.308571428571428	6	3	1	Day	175	0	0	0
2013-06-21 00:00:00	20.194285714285712	13.848571428571429	6	4	1	Day	176	0	0	0
2013-06-22 00:00:00	20.899999999999995	14.420000000000002	6	5	0	Day	177	0	0	0
2013-06-23 00:00:00	19.1	13.937142857142858	6	6	0	Day	178	0	0	1
2013-06-24 00:00:00	17.68857142857143	12.337142857142858	6	0	1	Day	179	0	0	0
2013-06-25 00:00:00	19.36	10.551428571428572	6	1	1	Day	180	0	0	1
2013-06-26 00:00:00	20.594285714285714	10.14	6	2	1	Day	181	0	0	0
2013-06-27 00:00:00	19.98857142857143	11.64	6	3	1	Day	182	0	0	1
2013-06-28 00:00:00	18.974285714285717	12.688571428571427	6	4	1	Day	183	0	0	0
2013-06-29 00:00:00	20.34285714285714	14.165714285714284	6	5	0	Day	184	0	0	0
2013-06-30 00:00:00	23.057142857142857	12.94857142857143	6	6	0	Day	185	0	0	0
2013-07-01 00:00:00	23.85142857142857	12.8	7	0	1	Day	186	0	0	0
2013-07-02 00:00:00	24.41142857142857	13.24	7	1	1	Day	187	0	0	0
2013-07-03 00:00:00	20.31714285714286	16.171428571428574	7	2	1	Day	188	0	0	0
2013-07-04 00:00:00	22.41142857142857	15.214285714285714	7	3	1	Day	189	0	0	0
2013-07-05 00:00:00	25.268571428571423	15.980000000000002	7	4	1	Day	190	0	0	0
2013-07-06 00:00:00	27.72857142857143	15.068571428571428	7	5	0	Day	191	0	0	0
2013-07-07 00:00:00	28.42571428571429	16.534285714285712	7	6	0	Day	192	0	0	1
2013-07-08 00:00:00	28.091428571428573	16.99142857142857	7	0	1	Day	193	0	0	0
2013-07-09 00:00:00	27.59142857142857	17.102857142857147	7	1	1	Day	194	0	0	0
2013-07-10 00:00:00	27.265714285714285	16.768571428571427	7	2	1	Day	195	0	0	0
2013-07-11 00:00:00	24.9	15.597142857142856	7	3	1	Day	196	0	0	0
2013-07-12 00:00:00	26.054285714285715	14.205714285714286	7	4	1	Day	197	0	0	0
2013-07-13 00:00:00	26.58857142857143	15.305714285714288	7	5	0	Day	198	0	0	0
2013-07-14 00:00:00	27.922857142857143	15.49714285714286	7	6	0	Holiday	199	0	1	0
2013-07-15 00:00:00	28.677142857142858	16.457142857142856	7	0	1	Day	200	0	0	0
2013-07-16 00:00:00	28.311428571428568	16.57428571428571	7	1	1	Day	201	0	0	0
2013-07-17 00:00:00	28.211428571428577	17.331428571428575	7	2	1	Day	202	0	0	0
2013-07-18 00:00:00	27.06	17.46857142857143	7	3	1	Day	203	0	0	0
2013-07-19 00:00:00	27.834285714285713	17.39428571428571	7	4	1	Day	204	0	0	0
2013-07-20 00:00:00	28.959999999999994	17.751428571428573	7	5	0	Day	205	0	0	0
2013-07-21 00:00:00	31.508571428571432	17.8	7	6	0	Day	206	0	0	0
2013-07-22 00:00:00	31.494285714285713	19.16	7	0	1	Day	207	0	0	0
2013-07-23 00:00:00	28.728571428571428	18.765714285714285	7	1	1	Day	208	0	0	0
2013-07-24 00:00:00	28.091428571428573	18.24	7	2	1	Day	209	0	0	0
2013-07-25 00:00:00	29.22285714285714	18.680000000000003	7	3	1	Day	210	0	0	0
2013-07-26 00:00:00	29.571428571428573	19.545714285714286	7	4	1	Day	211	0	0	0
2013-07-27 00:00:00	29.660000000000004	19.202857142857145	7	5	0	Day	212	0	0	0
2013-07-28 00:00:00	25.094285714285718	18.931428571428572	7	6	0	Day	213	0	0	0
2013-07-29 00:00:00	23.83714285714286	16.96	7	0	1	Day	214	0	0	0
2013-07-30 00:00:00	24.63142857142857	16.834285714285713	7	1	1	Day	215	0	0	0
2013-07-31 00:00:00	28.67142857142857	17.591428571428573	7	2	1	Day	216	0	0	0
2013-08-01 00:00:00	32.32571428571429	17.92	8	3	1	Day	217	0	0	0
2013-08-02 00:00:00	30.728571428571428	19.131428571428575	8	4	1	Day	218	0	0	1
2013-08-03 00:00:00	26.302857142857142	18.568571428571428	8	5	0	Day	219	0	0	0
2013-08-04 00:00:00	27.674285714285716	17.05142857142857	8	6	0	Day	220	0	0	0
2013-08-05 00:00:00	28.49142857142857	16.974285714285713	8	0	1	Day	221	0	0	0
2013-08-06 00:00:00	25.177142857142858	17.61714285714286	8	1	1	Day	222	0	0	0
2013-08-07 00:00:00	21.785714285714285	17.142857142857142	8	2	1	Day	223	0	0	0
2013-08-08 00:00:00	23.314285714285713	15.991428571428573	8	3	1	Day	224	0	0	0
2013-08-09 00:00:00	24.425714285714285	15.45142857142857	8	4	1	Day	225	0	0	0
2013-08-10 00:00:00	24.391428571428573	15.28	8	5	0	Day	226	0	0	0
2013-08-11 00:00:00	25.468571428571426	14.537142857142857	8	6	0	Day	227	0	0	0
2013-08-12 00:00:00	25.582857142857144	14.862857142857141	8	0	1	Day	228	0	0	0
2013-08-13 00:00:00	23.554285714285715	14.385714285714286	8	1	1	Day	229	0	0	0
2013-08-14 00:00:00	24.334285714285716	13.411428571428571	8	2	1	Day	230	0	0	0
2013-08-15 00:00:00	26.528571428571432	13.26	8	3	1	Holiday	231	1	1	0
2013-08-16 00:00:00	26.985714285714284	14.265714285714287	8	4	1	Day	232	0	0	0
2013-08-17 00:00:00	26.88	16.068571428571428	8	5	0	Day	233	0	0	0
2013-08-18 00:00:00	26.07428571428571	17.16	8	6	0	Day	234	0	0	0
2013-08-19 00:00:00	23.782857142857143	16.64428571428571	8	0	1	Day	235	0	0	0
2013-08-20 00:00:00	25.06571428571429	13.154285714285715	8	1	1	Day	236	0	0	0
2013-08-21 00:00:00	26.64285714285714	12.742857142857142	8	2	1	Day	237	0	0	0
2013-08-22 00:00:00	27.65142857142857	14.32	8	3	1	Day	238	0	0	0
2013-08-23 00:00:00	28.388571428571428	15.071428571428571	8	4	1	Day	239	0	0	0
2013-08-24 00:00:00	21.877142857142854	16.58142857142857	8	5	0	Day	240	0	0	0
2013-08-25 00:00:00	19.77142857142857	14.685714285714285	8	6	0	Day	241	0	0	0
2013-08-26 00:00:00	22.24571428571429	14.431428571428572	8	0	1	Day	242	0	0	0
2013-08-27 00:00:00	22.14	14.757142857142858	8	1	1	Day	243	0	0	0
2013-08-28 00:00:00	23.454285714285714	14.268571428571429	8	2	1	Day	244	0	0	0
2013-08-29 00:00:00	24.234285714285715	13.02	8	3	1	Day	245	0	0	0
2013-08-30 00:00:00	25.24285714285714	13.082857142857142	8	4	1	Day	246	0	0	0
2013-08-31 00:00:00	23.759999999999998	14.882857142857143	8	5	0	Day	247	0	0	0
2013-09-01 00:00:00	22.857142857142858	13.857142857142858	9	6	0	Day	248	0	0	0
2013-09-02 00:00:00	24.73428571428571	12.15142857142857	9	0	1	Day	249	0	0	0
2013-09-03 00:00:00	27.162857142857145	12.248571428571429	9	1	1	Day	250	0	0	0
2013-09-04 00:00:00	29.862857142857145	14.288571428571428	9	2	1	Day	251	0	0	0
2013-09-05 00:00:00	29.617142857142856	15.054285714285717	9	3	1	Day	252	0	0	0
2013-09-06 00:00:00	23.917142857142853	15.457142857142857	9	4	1	Day	253	0	0	0
2013-09-07 00:00:00	20.431428571428565	14.52	9	5	0	Day	254	0	0	0
2013-09-08 00:00:00	19.92	13.620000000000001	9	6	0	Day	255	0	0	0
2013-09-09 00:00:00	19.582857142857147	12.44	9	0	1	Day	256	0	0	0
2013-09-10 00:00:00	19.562857142857144	13.38857142857143	9	1	1	Day	257	0	0	0
2013-09-11 00:00:00	17.957142857142856	11.934285714285714	9	2	1	Day	258	0	0	1
2013-09-12 00:00:00	18.468571428571426	12.451428571428572	9	3	1	Day	259	0	0	0
2013-09-13 00:00:00	20.54857142857143	13.108571428571427	9	4	1	Day	260	0	0	0
2013-09-14 00:00:00	19.140000000000004	14.248571428571427	9	5	0	Day	261	0	0	0
2013-09-15 00:00:00	17.997142857142858	12.63142857142857	9	6	0	Day	262	0	0	0
2013-09-16 00:00:00	16.994285714285713	12.277142857142858	9	0	1	Day	263	0	0	0
2013-09-17 00:00:00	16.554285714285715	10.937142857142856	9	1	1	Day	264	0	0	0
2013-09-18 00:00:00	19.191428571428574	14.474285714285715	9	2	1	Day	265	0	0	0
2013-09-19 00:00:00	18.462857142857146	11.99142857142857	9	3	1	Day	266	0	0	0
2013-09-20 00:00:00	20.52	13.17142857142857	9	4	1	Day	267	0	0	0
2013-09-21 00:00:00	21.919999999999998	10.985714285714284	9	5	0	Day	268	0	0	0
2013-09-22 00:00:00	22.791428571428572	12.64857142857143	9	6	0	Day	269	0	0	0
2013-09-23 00:00:00	23.631428571428568	12.714285714285714	9	0	1	Day	270	0	0	0
2013-09-24 00:00:00	24.391428571428573	11.542857142857141	9	1	1	Day	271	0	0	0
2013-09-25 00:00:00	24.51142857142857	12.917142857142856	9	2	1	Day	272	0	0	0
2013-09-26 00:00:00	23.72	15.931428571428569	9	3	1	Day	273	0	0	1
2013-09-27 00:00:00	24.311428571428575	15.214285714285714	9	4	1	Day	274	0	0	0
2013-09-28 00:00:00	22.054285714285715	16.10571428571429	9	5	0	Day	275	0	0	0
2013-09-29 00:00:00	19.717142857142857	15.305714285714284	9	6	0	Day	276	0	0	0
2013-09-30 00:00:00	20.394285714285715	13.742857142857142	9	0	1	Day	277	0	0	0
2013-10-01 00:00:00	20.75142857142857	13.657142857142857	10	1	1	Day	278	0	0	0
2013-10-02 00:00:00	22.425714285714285	13.957142857142856	10	2	1	Day	279	0	0	0
2013-10-03 00:00:00	22.011428571428574	15.568571428571428	10	3	1	Day	280	0	0	0
2013-10-04 00:00:00	20.374285714285715	15.802857142857144	10	4	1	Day	281	0	0	0
2013-10-05 00:00:00	19.25142857142857	14.179999999999998	10	5	0	Day	282	0	0	0
2013-10-06 00:00:00	18.754285714285718	12.862857142857145	10	6	0	Day	283	0	0	0
2013-10-07 00:00:00	19.234285714285715	11.199999999999998	10	0	1	Day	284	0	0	0
2013-10-08 00:00:00	18.665714285714284	12.120000000000001	10	1	1	Day	285	0	0	0
2013-10-09 00:00:00	18.005714285714287	13.137142857142855	10	2	1	Day	286	0	0	0
2013-10-10 00:00:00	13.51142857142857	8.538571428571426	10	3	1	Day	287	0	0	0
2013-10-11 00:00:00	12.340000000000002	7.054285714285713	10	4	1	Day	288	0	0	0
2013-10-12 00:00:00	12.180000000000001	6.168571428571429	10	5	0	Day	289	0	0	0
2013-10-13 00:00:00	15.10285714285714	5.854285714285714	10	6	0	Day	290	0	0	0
2013-10-14 00:00:00	16.497142857142858	10.628571428571428	10	0	1	Day	291	0	0	0
2013-10-15 00:00:00	15.622857142857141	11.960000000000003	10	1	1	Day	292	0	0	0
2013-10-16 00:00:00	17.58571428571429	11.945714285714283	10	2	1	Day	293	0	0	0
2013-10-17 00:00:00	19.202857142857145	11.624285714285715	10	3	1	Day	294	0	0	0
2013-10-18 00:00:00	18.034285714285712	9.651428571428568	10	4	1	Day	295	0	0	0
2013-10-19 00:00:00	19.894285714285715	12.374285714285715	10	5	0	Day	296	0	0	1
2013-10-20 00:00:00	18.594285714285714	14.31	10	6	0	Day	297	0	0	0
2013-10-21 00:00:00	20.59142857142857	13.699999999999998	10	0	1	Day	298	0	0	0
2013-10-22 00:00:00	21.59142857142857	15.885714285714286	10	1	1	Day	299	0	0	0
2013-10-23 00:00:00	19.228571428571428	13.684285714285716	10	2	1	Day	300	0	0	0
2013-10-24 00:00:00	19.18	11.82	10	3	1	Day	301	0	0	0
2013-10-25 00:00:00	20.52285714285714	14.982857142857146	10	4	1	Day	302	0	0	0
