Date	MaxTemperature	MinTemperature	MeanTemperature	DailyConsumption	Month	Weekday	is_WeekDay	Holiday	Index	snow	floods	storm	hurricane	rain	cold	hot	load_variation_max	load_variation_mean	potential_bridge_holiday	OddWeekday	OddHoliday	OddTemp	OddNeighbor	HD_predicted	nonWorkingDay	ToTag
2013-01-16 00:00:00	2.20495	-2.05925	0.08227708333333335	3817454.0	1	2	1	Day	20	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.317233314688357	0.10439474612276739	0.0	0	0	0	0	0	0	0
2013-01-17 00:00:00	0.48955	-3.5180000000000007	-1.921760416666667	4011921.0	1	3	1	Day	21	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.3203229784534187	0.10904434363465146	0.0	0	0	0	0	0	0	0
2013-01-18 00:00:00	0.44755	-3.32835	-1.4926828125	4081044.0	1	4	1	Day	22	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.28984386293321585	0.10577345749809101	0.0	0	0	0	0	0	0	0
2013-01-19 00:00:00	2.52	-0.02220000000000007	1.3203739583333336	3666978.0	1	5	0	Day	23	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.24475147284853227	0.09733240370406696	0.0	0	0	0	0	0	0	0
2013-01-20 00:00:00	2.1241000000000003	0.005350000000000216	1.2924208333333336	3472311.0	1	6	0	Day	24	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.27765221672513474	0.09740702468056643	0.0	0	0	0	0	0	0	0
2013-01-21 00:00:00	4.3996	0.9969	2.4924828125	3754379.0	1	0	1	Day	25	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.2872552257246508	0.10051090196496126	0.0	0	0	0	0	0	0	0
2013-01-22 00:00:00	5.468400000000003	1.61795	3.11610625	3779337.0	1	1	1	Day	26	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.3396960053046161	0.10607371809400559	0.0	0	0	0	0	0	0	0
2013-01-23 00:00:00	4.4503	1.46025	2.7118109375000006	3753570.0	1	2	1	Day	27	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.30662825257584814	0.10104035556012424	0.0	0	0	0	0	0	0	0
2013-01-24 00:00:00	3.72665	0.14604999999999996	1.8471932291666668	3768548.0	1	3	1	Day	28	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.3237466599228114	0.10300004453819382	0.0	0	0	0	0	0	0	0
2013-01-25 00:00:00	1.9073	-1.9472	-0.21377031249999998	3900894.0	1	4	1	Day	29	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.3215755448446598	0.10501836428351298	0.0	0	0	0	0	0	0	0
2013-01-26 00:00:00	5.927850000000001	-0.83415	2.1328119791666666	3564364.0	1	5	0	Day	30	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.28800676555939564	0.09892609455930577	0.0	0	0	0	0	0	0	0
2013-01-27 00:00:00	8.1722	3.25325	5.314770833333333	3251390.0	1	6	0	Day	31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2772346945947213	0.09315540571001289	0.0	0	0	0	0	0	0	0
2013-01-28 00:00:00	9.652550000000002	3.8937	6.495836458333333	3488720.0	1	0	1	Day	32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333496689223272	0.10697627657166593	0.0	0	0	0	0	0	0	0
2013-01-29 00:00:00	11.381049999999998	7.251150000000003	9.113839583333334	3425088.0	1	1	1	Day	33	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3206569961577497	0.10386351583768781	0.0	0	0	0	0	0	0	0
2013-01-30 00:00:00	14.0227	8.624900000000002	10.896238541666667	3215000.0	1	2	1	Day	34	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.32499922631405254	0.10621585328733793	0.0	0	0	0	0	0	0	0
2013-01-31 00:00:00	12.258299999999998	6.2837999999999985	9.171400520833332	3218696.0	1	3	1	Day	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3152292084623711	0.10066547398771021	0.0	0	0	0	0	0	0	0
2013-02-01 00:00:00	11.386850000000004	7.464100000000001	9.305277083333333	3171954.0	2	4	1	Day	36	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.3336836866266583	0.09950351878221836	0.0	0	0	0	0	0	0	0
2013-02-02 00:00:00	7.373699999999999	2.73285	5.428051562499999	3069090.0	2	5	0	Day	37	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.33059402286159645	0.09595546901865994	0.0	0	0	0	0	0	0	0
2013-02-03 00:00:00	6.07255	1.3507000000000002	3.6900520833333332	3150131.0	2	6	0	Day	38	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.3366898459656371	0.08926090141270691	0.0	0	0	0	0	0	0	0
2013-02-04 00:00:00	10.50055	5.27745	7.9655609375	3370296.0	2	0	1	Day	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32190956254899095	0.1045564249051829	0.0	0	0	0	0	0	0	0
2013-02-05 00:00:00	7.6033	3.62375	6.163746875000001	3438202.0	2	1	1	Day	40	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3404475451393607	0.10338736294002442	0.0	0	0	0	0	0	0	0
2013-02-06 00:00:00	6.6439499999999985	3.1793250000000004	4.472065104166667	3595901.0	2	2	1	Day	41	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3278383768008657	0.10386351583768778	0.0	0	0	0	0	0	0	0
2013-02-07 00:00:00	5.40905	1.8154	3.3409541666666676	3694639.0	2	3	1	Day	42	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3433702000522567	0.10491709295826368	0.0	0	0	0	0	0	0	0
2013-02-08 00:00:00	4.8069	1.1182	2.575829166666667	3618797.0	2	4	1	Day	43	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3110539871582336	0.10107055928870741	0.0	0	0	0	0	0	0	0
2013-02-09 00:00:00	4.33405	0.2805500000000001	1.9001833333333336	3454693.0	2	5	0	Day	44	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.32875692548777624	0.09732174356456699	0.0	0	0	0	0	0	0	0
2013-02-10 00:00:00	4.452600000000001	0.8016500000000002	2.369421354166667	3335448.0	2	6	0	Day	45	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3213250315664118	0.09212137217852016	0.0	0	0	0	0	0	0	0
2013-02-11 00:00:00	5.897850000000001	2.19635	3.7327015625000004	3577580.0	2	0	1	Day	46	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3257507661487973	0.10221297090511604	0.0	0	0	0	0	0	0	0
2013-02-12 00:00:00	4.431749999999999	1.3159000000000003	2.6493114583333335	3699788.0	2	1	1	Day	47	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3109704827321509	0.10225205808328239	0.0	0	0	0	0	0	0	0
2013-02-13 00:00:00	4.1208	0.65225	2.049275	3710993.0	2	2	1	Day	48	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3629937401817027	0.1055229442198428	0.0	0	0	0	0	0	0	0
2013-02-14 00:00:00	7.39175	0.5494500000000002	3.6748859374999996	3696175.0	2	3	1	Day	49	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.29844481881973906	0.10650190036391927	0.0	0	0	0	0	0	0	0
2013-02-15 00:00:00	9.1802	3.5739000000000005	5.805322916666667	3464893.0	2	4	1	Day	50	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3346857397396512	0.1083851916755727	0.0	0	0	0	0	0	0	0
2013-02-16 00:00:00	8.6903	1.00215	4.4002609375	3184425.0	2	5	0	Day	51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35272269577352455	0.0955965776554958	0.0	0	0	0	0	0	0	0
2013-02-17 00:00:00	7.72895	0.6121	3.5417953125	3081298.0	2	6	0	Day	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4150169976312541	0.09190639269860501	0.0	0	0	0	0	0	0	0
2013-02-18 00:00:00	8.526500000000002	0.96405	3.9992395833333334	3405926.0	2	0	1	Day	53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42595607744809416	0.1079001553283261	0.0	0	0	0	0	0	0	0
2013-02-19 00:00:00	9.97035	-0.78125	3.9355046875	3501034.0	2	1	1	Day	54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4641176001679097	0.1177838813346734	0.0	0	0	0	0	0	0	0
2013-02-20 00:00:00	8.81905	0.34605	4.0844671875	3497927.0	2	2	1	Day	55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44850227249043595	0.11002862984847783	0.0	0	0	0	0	0	0	0
2013-02-21 00:00:00	4.31125	-0.7537999999999998	1.591019270833333	3687636.0	2	3	1	Day	56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3891306255456026	0.10283481237594494	0.0	0	0	0	0	0	0	0
2013-02-22 00:00:00	1.77435	-2.4408000000000003	-0.5143348958333332	3792640.0	2	4	1	Day	57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3330156512179965	0.09531053057891445	0.0	0	0	0	0	0	0	0
2013-02-23 00:00:00	-0.16009999999999994	-3.32305	-1.6406901041666666	3751974.0	2	5	0	Day	58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3178178456709362	0.09702325965856912	0.0	0	0	0	0	0	0	0
2013-02-24 00:00:00	1.2851	-1.8635	-0.3540770833333333	3617665.0	2	6	0	Day	59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3849554042414651	0.09267925281234958	0.0	0	0	0	0	0	0	0
2013-02-25 00:00:00	2.9693000000000005	-0.5983499999999999	0.8577770833333336	3849197.0	2	0	1	Day	60	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3609896339557168	0.09652933986173926	0.0	0	0	0	0	0	0	0
2013-02-26 00:00:00	4.6706	-0.4048000000000001	1.7037791666666668	3817881.0	2	1	1	Day	61	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37376581114637686	0.1022520580832824	0.0	0	0	0	0	0	0	0
2013-02-27 00:00:00	5.281550000000001	0.7258500000000003	2.6011812500000002	3756260.0	2	2	1	Day	62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3479629434868081	0.0981923216237276	0.0	0	0	0	0	0	0	0
2013-02-28 00:00:00	6.1064500000000015	0.6225500000000002	3.1059098958333333	3680047.0	2	3	1	Day	63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36967409426832254	0.09805373981022857	0.0	0	0	0	0	0	0	0
2013-03-01 00:00:00	5.45255	2.0525	3.479595833333333	3664954.0	3	4	1	Day	64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3040396153672831	0.1033571592114413	0.0	0	0	0	0	0	0	0
2013-03-02 00:00:00	5.478500000000001	1.700275	3.3588166666666672	3355343.0	3	5	0	Day	65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37301427131163223	0.09683137714757047	0.0	0	0	0	0	0	0	0
2013-03-03 00:00:00	9.355099999999998	0.3727	3.9511687499999995	3116604.0	3	6	0	Day	66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48173703407136936	0.0954651026016634	0.0	0	0	0	0	0	0	0
2013-03-04 00:00:00	14.33435	0.7494000000000001	7.023180208333334	3325221.0	3	0	1	Day	67	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.47948241456713503	0.11411679334669915	0.0	0	0	0	0	0	0	0
2013-03-05 00:00:00	14.149349999999998	6.84995	10.138922395833333	3202560.0	3	1	1	Day	68	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.3598205719905583	0.09824739901114386	0.0	0	0	0	0	0	0	0
2013-03-06 00:00:00	12.866249999999996	8.6937	10.567709375	3091256.0	3	2	1	Day	69	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.3397795097306988	0.09939869407713574	0.0	0	0	0	0	0	0	0
2013-03-07 00:00:00	14.9491	8.870199999999997	11.340503645833332	2989464.0	3	3	1	Day	70	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.36733597033800536	0.09865603769197433	0.0	0	0	0	0	0	0	0
2013-03-08 00:00:00	13.8742	9.4991	11.222008854166667	2914021.0	3	4	1	Day	71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32124152714032883	0.09773215893531413	0.0	0	0	0	0	0	0	0
2013-03-09 00:00:00	14.648700000000002	7.356550000000001	10.336245833333333	2623382.0	3	5	0	Day	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3444557575913327	0.08929821190095666	0.0	0	0	0	0	0	0	0
2013-03-10 00:00:00	11.9146	5.737500000000002	8.3152609375	2583439.0	3	6	0	Day	73	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.3761039350766939	0.08804919888954874	0.0	0	0	0	0	0	0	0
2013-03-11 00:00:00	8.51285	4.1317	6.048751041666667	3169441.0	3	0	1	Day	74	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.359904076416641	0.09950884885196837	0.0	0	0	0	0	0	0	0
2013-03-12 00:00:00	4.1559	0.3477750000000001	2.915016145833333	3464251.0	3	1	1	Day	75	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.3109704827321511	0.10021597143879671	0.0	0	0	0	0	0	0	0
2013-03-13 00:00:00	3.856500000000001	-1.9505000000000003	1.030796354166667	3658569.0	3	2	1	Day	76	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.3335166777744929	0.10073121151462637	0.0	0	0	0	0	0	0	0
2013-03-14 00:00:00	4.9376	-0.32309999999999994	1.880341666666667	3641398.0	3	3	1	Day	77	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.39180276718025064	0.09910909362072115	0.0	0	0	0	0	0	0	0
2013-03-15 00:00:00	7.189850000000002	-1.8256	2.6695630208333334	3618149.0	3	4	1	Day	78	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.3338506954788236	0.10847047279157211	0.0	0	0	0	0	0	0	0
2013-03-16 00:00:00	9.43665	0.7164500000000003	5.2038484375	3244888.0	3	5	0	Day	79	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.25861320757826833	0.0875090851548859	0.0	0	0	0	0	0	0	0
2013-03-17 00:00:00	8.4364	4.514525000000001	6.4256343750000005	2978513.0	3	6	0	Day	80	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.2784037565598796	0.09127033770844281	0.0	0	0	0	0	0	0	0
2013-03-18 00:00:00	7.879650000000002	2.95355	5.3598828125	3360425.0	3	0	1	Day	81	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.3346857397396512	0.0978583039193966	0.0	0	0	0	0	0	0	0
2013-03-19 00:00:00	9.8294	3.5535	6.460702604166667	3350198.0	3	1	1	Day	82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3320135981050033	0.09835755378597638	0.0	0	0	0	0	0	0	0
2013-03-20 00:00:00	10.06705	4.7982000000000005	6.918343750000001	3287253.0	3	2	1	Day	83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2916809603070364	0.10034566980271248	0.0	0	0	0	0	0	0	0
2013-03-21 00:00:00	11.57785	3.4683	7.343703645833334	3260464.0	3	3	1	Day	84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3233291377923977	0.09656842703990562	0.0	0	0	0	0	0	0	0
2013-03-22 00:00:00	14.81285	5.0513	9.658126562500001	3070750.0	3	4	1	Day	85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3041231197933657	0.09504047371158303	0.0	0	0	0	0	0	0	0
2013-03-23 00:00:00	12.119000000000002	6.88205	9.159142708333333	2752524.0	3	5	0	Day	86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24383292416162214	0.08860352614354487	0.0	0	0	0	0	0	0	0
2013-03-24 00:00:00	9.4263	5.65525	7.275513020833333	2706765.0	3	6	0	Day	87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27456255296007315	0.0944630494886704	0.0	0	0	0	0	0	0	0
2013-03-25 00:00:00	9.19655	4.37565	6.396025520833334	3141131.0	3	0	1	Day	88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31372612879288164	0.09926366564347006	0.0	0	0	0	0	0	0	0
2013-03-26 00:00:00	7.999650000000001	3.2459	5.477486979166668	3246541.0	3	1	1	Day	89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2958561816111738	0.0966341645668218	0.0	0	0	0	0	0	0	0
2013-03-27 00:00:00	8.7618	1.91035	5.329202604166667	3263252.0	3	2	1	Day	90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27990683622936907	0.09871822183905721	0.0	0	0	0	0	0	0	0
2013-03-28 00:00:00	7.6189	3.4051	5.148865104166667	3282511.0	3	3	1	Day	91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28115940262061023	0.09171451018760636	0.0	0	0	0	0	0	0	0
2013-03-29 00:00:00	8.46805	2.3271	5.333177083333333	3276812.0	3	4	1	Day	92	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.24466796842244964	0.09340769567817782	0.0	0	0	0	0	0	0	0
2013-03-30 00:00:00	7.87575	4.2543500000000005	5.778653645833333	3007398.0	3	5	0	Day	93	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.2425803577703809	0.0920858383801871	0.0	0	0	0	0	0	0	0
2013-03-31 00:00:00	8.26825	1.6627000000000005	4.802434782608694	2734572.0	3	6	0	Day	94	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.3640630523952484	0.14081233603947405	0.0	0	0	0	0	0	0	0
2013-04-01 00:00:00	9.829	1.0368500000000005	5.359581770833333	2886579.0	4	0	1	Holiday	95	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.22721554337115546	0.08221277251333971	0.0	0	0	0	0	0	0	0
2013-04-02 00:00:00	10.990600000000002	2.82395	6.680896875000001	3181652.0	4	1	1	Day	96	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.35664740379941373	0.09463894179041919	0.0	0	0	0	0	0	0	0
2013-04-03 00:00:00	10.59635	1.92595	6.383984375	3186349.0	4	2	1	Day	97	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.32165904927074274	0.09206274141127056	0.0	0	0	0	0	0	0	0
2013-04-04 00:00:00	8.966199999999997	3.0141500000000008	6.0530125	3267973.0	4	3	1	Day	98	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.33167958040067236	0.08527045585990159	0.0	0	0	0	0	0	0	0
2013-04-05 00:00:00	8.003300000000001	4.02275	5.776405208333333	3279184.0	4	4	1	Day	99	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.34253515579142946	0.084975525333737	0.0	0	0	0	0	0	0	0
2013-04-06 00:00:00	7.81965	3.5767	5.507381250000001	3029914.0	4	5	0	Day	100	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.25619157922186875	0.0805142569530183	0.0	0	0	0	0	0	0	0
2013-04-07 00:00:00	10.678499999999998	2.7381	6.555373437500001	2794847.0	4	6	0	Day	101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24466796842244964	0.08451180926549023	0.0	0	0	0	0	0	0	0
2013-04-08 00:00:00	10.8012	4.7523	7.6253453124999995	3082997.0	4	0	1	Day	102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35130312053011803	0.08832636251654681	0.0	0	0	0	0	0	0	0
2013-04-09 00:00:00	11.914599999999998	5.93945	8.9689828125	3074411.0	4	1	1	Day	103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3366063415395544	0.08446383863774057	0.0	0	0	0	0	0	0	0
2013-04-10 00:00:00	13.6643	7.8180999999999985	10.752104166666669	2984736.0	4	2	1	Day	104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3154797217406194	0.08463973093948936	0.0	0	0	0	0	0	0	0
2013-04-11 00:00:00	14.23095	10.51	12.06721875	2873480.0	4	3	1	Day	105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32190956254899095	0.0808162942388495	0.0	0	0	0	0	0	0	0
2013-04-12 00:00:00	14.37265	8.88575	11.268164583333336	2800460.0	4	4	1	Day	106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32249409353157016	0.08003455067552165	0.0	0	0	0	0	0	0	0
2013-04-13 00:00:00	16.219649999999998	7.4453	11.84875	2481268.0	4	5	0	Day	107	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.25894722528259945	0.07545779745022045	0.0	0	0	0	0	0	0	0
2013-04-14 00:00:00	23.100850000000005	10.5953	16.476761458333332	2134529.0	4	6	0	Day	108	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.23414641073602346	0.07748855402495622	0.0	0	0	0	0	0	0	0
2013-04-15 00:00:00	19.6109	11.44165	15.400206250000002	2401201.0	4	0	1	Day	109	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.29092942047229164	0.07967210593252422	0.0	0	0	0	0	0	0	0
2013-04-16 00:00:00	19.262350000000005	10.90115	15.053758333333334	2459188.0	4	1	1	Day	110	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3096344119148271	0.07635857923796414	0.0	0	0	0	0	0	0	0
2013-04-17 00:00:00	23.8904	10.8989	17.2837390625	2413213.0	4	2	1	Day	111	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.26612860592571574	0.07676011115912798	0.0	0	0	0	0	0	0	0
2013-04-18 00:00:00	17.34665	11.573850000000002	14.473759375	2395168.0	4	3	1	Day	112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.264709030682309	0.07903605094236199	0.0	0	0	0	0	0	0	0
2013-04-19 00:00:00	12.25665	8.075449999999998	10.368827083333334	2485800.0	4	4	1	Day	113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2758151193513144	0.0781210556352851	0.0	0	0	0	0	0	0	0
2013-04-20 00:00:00	12.079350000000002	5.5359	8.795839583333333	2356792.0	4	5	0	Day	114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23523196827509918	0.07319251780648635	0.0	0	0	0	0	0	0	0
2013-04-21 00:00:00	14.16185	4.70015	9.620730729166667	2232935.0	4	6	0	Day	115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22178775567577688	0.07858832508336516	0.0	0	0	0	0	0	0	0
2013-04-22 00:00:00	14.504850000000005	6.09405	10.533134895833333	2565246.0	4	0	1	Day	116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24541950825719444	0.08186631797959215	0.0	0	0	0	0	0	0	0
2013-04-23 00:00:00	17.2307	7.061300000000001	12.152308854166668	2570829.0	4	1	1	Day	117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2320588000839548	0.07631238530013112	0.0	0	0	0	0	0	0	0
2013-04-24 00:00:00	21.729299999999995	7.57145	14.718378645833335	2478132.0	4	2	1	Day	118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24324839317904293	0.07417858071022944	0.0	0	0	0	0	0	0	0
2013-04-25 00:00:00	23.7384	10.04775	17.133438020833335	2390991.0	4	3	1	Day	119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23832163204016088	0.0740630958656469	0.0	0	0	0	0	0	0	0
