Date	MaxTemperature	MinTemperature	MeanTemperature	DailyConsumption	Month	Weekday	is_WeekDay	Holiday	Index	snow	floods	storm	hurricane	rain	cold	hot	OddWeekday	OddHoliday	OddTemp	OddNeighbor	HD_predicted	nonWorkingDay	ToTag
2013-08-15 00:00:00	26.570999999999998	13.3051	20.281466666666667	1826439.0	8	3	1	Holiday	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-16 00:00:00	27.24235	14.535100000000002	21.14296875	1964620.0	8	4	1	Day	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-17 00:00:00	26.69945	16.14085	21.434143229166665	1876832.0	8	5	0	Day	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-18 00:00:00	25.805550000000004	17.655450000000005	21.41157447916667	1780189.0	8	6	0	Day	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-19 00:00:00	23.3264	16.981650000000002	19.875483333333335	2041717.0	8	0	1	Day	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-20 00:00:00	24.9513	12.81895	19.17841822916667	2085025.0	8	1	1	Day	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-21 00:00:00	26.788100000000004	12.850999999999999	20.134420833333337	2103748.0	8	2	1	Day	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-22 00:00:00	27.976400000000005	14.9761	21.46732291666667	2128765.0	8	3	1	Day	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-23 00:00:00	28.313649999999992	15.48165	21.991719791666668	2140541.0	8	4	1	Day	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-24 00:00:00	21.342250000000003	16.703599999999998	19.391530208333336	1934740.0	8	5	0	Day	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-25 00:00:00	18.8277	14.119849999999998	16.365517708333332	1794506.0	8	6	0	Day	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-26 00:00:00	22.50455	14.0396	17.749630208333333	2122988.0	8	0	1	Day	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-27 00:00:00	21.9449	15.03625	18.247077604166666	2226204.0	8	1	1	Day	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-28 00:00:00	23.461250000000003	14.06	18.538511979166667	2239258.0	8	2	1	Day	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-29 00:00:00	23.9049	13.300400000000002	18.586706250000002	2257703.0	8	3	1	Day	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-30 00:00:00	24.92895	13.031399999999998	19.070134375	2241722.0	8	4	1	Day	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-08-31 00:00:00	23.36675	15.1368	19.191775000000003	1983083.0	8	5	0	Day	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-01 00:00:00	22.41855	13.461750000000006	17.875847395833333	1837915.0	9	6	0	Day	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-02 00:00:00	24.6673	11.8399	18.078672395833333	2205136.0	9	0	1	Day	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-03 00:00:00	27.218300000000006	12.20515	19.645430729166666	2305660.0	9	1	1	Day	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-04 00:00:00	30.4445	14.3582	22.084733333333332	2342925.0	9	2	1	Day	251	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-09-05 00:00:00	30.1059	15.498399999999998	22.6645140625	2349881.0	9	3	1	Day	252	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-09-06 00:00:00	23.0284	16.1651	19.38284010416667	2299154.0	9	4	1	Day	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-07 00:00:00	20.099350000000005	13.68125	16.90265625	1996625.0	9	5	0	Day	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-08 00:00:00	19.7296	13.02675	16.293155729166667	1852492.0	9	6	0	Day	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-09 00:00:00	18.91675	12.2552	15.748392187500002	2218393.0	9	0	1	Day	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-10 00:00:00	18.88245	13.3197	15.816273958333333	2269110.0	9	1	1	Day	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-11 00:00:00	17.539999999999996	11.826650000000004	14.445004166666669	2320727.0	9	2	1	Day	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-12 00:00:00	18.0705	12.379099999999998	15.060792187499999	2346946.0	9	3	1	Day	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-13 00:00:00	20.251900000000006	13.02025	16.497474479166666	2319961.0	9	4	1	Day	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-14 00:00:00	18.346750000000004	14.373150000000004	16.283108333333335	2046465.0	9	5	0	Day	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-15 00:00:00	17.886900000000004	12.1473	14.955881770833335	1907556.0	9	6	0	Day	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-16 00:00:00	16.66515	12.217125	14.160796875	2285399.0	9	0	1	Day	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-17 00:00:00	16.16355	10.7587	13.672500520833331	2400361.0	9	1	1	Day	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-18 00:00:00	18.588550000000005	14.4325	16.356050520833335	2392577.0	9	2	1	Day	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-19 00:00:00	17.806300000000004	11.73905	14.744015625000001	2383901.0	9	3	1	Day	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-20 00:00:00	20.31835	13.466250000000002	16.2205421875	2323458.0	9	4	1	Day	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-21 00:00:00	21.67555	10.8435	15.91825	2039219.0	9	5	0	Day	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-22 00:00:00	22.60695	13.16075	17.4688890625	1895373.0	9	6	0	Day	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-23 00:00:00	23.6988	13.384100000000002	17.952488541666668	2254259.0	9	0	1	Day	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-24 00:00:00	24.640850000000004	11.9079	17.828227604166667	2320527.0	9	1	1	Day	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-25 00:00:00	24.6165	13.1152	18.477895833333335	2332458.0	9	2	1	Day	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-26 00:00:00	23.577850000000005	16.17545	19.448559895833334	2335323.0	9	3	1	Day	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-27 00:00:00	24.73175	15.5613	19.5224125	2302877.0	9	4	1	Day	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-28 00:00:00	22.065150000000006	16.7229	18.974964062500003	2027303.0	9	5	0	Day	275	0	0	1	0	1	0	0	0	0	0	0	0	0	0
2013-09-29 00:00:00	19.7215	15.439149999999998	17.191600520833333	1894922.0	9	6	0	Day	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-09-30 00:00:00	19.9052	14.2899	16.748552083333333	2258176.0	9	0	1	Day	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-01 00:00:00	20.40705	14.239150000000002	16.879625520833333	2341256.0	10	1	1	Day	278	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-02 00:00:00	22.3529	14.414700000000002	17.7883640625	2355323.0	10	2	1	Day	279	0	1	1	1	1	0	1	0	0	0	0	0	0	0
2013-10-03 00:00:00	22.4537	15.994000000000002	18.81595	2363058.0	10	3	1	Day	280	0	1	1	1	1	0	1	0	0	0	0	0	0	0
2013-10-04 00:00:00	20.2905	16.113425	18.193133854166664	2326974.0	10	4	1	Day	281	0	1	1	1	1	0	1	0	0	0	0	0	0	0
2013-10-05 00:00:00	18.986500000000003	14.273275	16.358791666666665	2041975.0	10	5	0	Day	282	0	1	1	1	1	0	0	0	0	0	0	0	0	0
2013-10-06 00:00:00	18.67875	12.59965	15.245535416666668	1914706.0	10	6	0	Day	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-07 00:00:00	19.19805	11.4204	15.071640104166667	2284652.0	10	0	1	Day	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-08 00:00:00	18.37545	12.31425	15.035668750000001	2365379.0	10	1	1	Day	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-09 00:00:00	17.615050000000004	13.1253	14.989432291666668	2387124.0	10	2	1	Day	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-10 00:00:00	13.287549999999998	8.700999999999999	11.387778125000002	2475771.0	10	3	1	Day	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-11 00:00:00	11.9533	7.18505	9.255611458333334	2553231.0	10	4	1	Day	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-12 00:00:00	11.768599999999998	6.650400000000001	8.953491666666666	2358130.0	10	5	0	Day	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-13 00:00:00	14.6495	5.4068	9.728568229166667	2258322.0	10	6	0	Day	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-14 00:00:00	16.401200000000006	10.44125	12.932465104166667	2580761.0	10	0	1	Day	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-15 00:00:00	15.5142	12.0169	13.522519791666667	2620980.0	10	1	1	Day	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-16 00:00:00	17.344500000000004	11.715800000000002	14.232682291666668	2626705.0	10	2	1	Day	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-17 00:00:00	18.7701	12.17965	14.664449479166668	2553611.0	10	3	1	Day	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-18 00:00:00	18.0307	9.80195	13.332944270833332	2517303.0	10	4	1	Day	295	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-19 00:00:00	19.7725	12.283149999999996	15.673893229166666	2215792.0	10	5	0	Day	296	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-20 00:00:00	18.54435	14.519625	16.030220312500003	2037607.0	10	6	0	Day	297	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-21 00:00:00	20.38905	13.5438	16.501959375000002	2380626.0	10	0	1	Day	298	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-22 00:00:00	21.204	15.87465	18.010903125	2427104.0	10	1	1	Day	299	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-23 00:00:00	19.214550000000006	13.944175	16.9826625	2418445.0	10	2	1	Day	300	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-24 00:00:00	19.0	11.9791	14.838386979166666	2441121.0	10	3	1	Day	301	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-25 00:00:00	20.2059	15.25325	17.17770416666667	2410696.0	10	4	1	Day	302	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2013-10-26 00:00:00	20.9894	15.3995	17.436561458333333	2110429.0	10	5	0	Day	303	0	0	0	1	0	0	1	0	0	0	0	0	0	0
2013-10-27 00:00:00	17.99165	14.616075000000002	15.820234375000004	2009329.0	10	6	0	Day	304	0	0	0	1	0	0	1	0	0	0	0	0	0	0
2013-10-28 00:00:00	17.68675	11.765875	15.037008333333333	2386598.0	10	0	1	Day	305	0	0	0	1	0	0	1	0	0	0	0	0	0	0
2013-10-29 00:00:00	14.56975	8.383075000000002	11.253090624999999	2541479.0	10	1	1	Day	306	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2013-10-30 00:00:00	14.63075	5.8508	9.567714583333332	2645892.0	10	2	1	Day	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-10-31 00:00:00	14.052450000000002	5.5127500000000005	9.4531953125	2696120.0	10	3	1	Day	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-01 00:00:00	13.37185	8.213149999999999	10.7468078125	2394192.0	11	4	1	Holiday	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-02 00:00:00	16.7475	11.725300000000002	14.152424479166669	2292500.0	11	5	0	Day	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-03 00:00:00	13.467549999999996	9.32685	11.178417708333333	2258939.0	11	6	0	Day	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-04 00:00:00	11.8259	8.203675	10.775237500000001	2723886.0	11	0	1	Day	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-05 00:00:00	12.79155	7.185250000000001	10.172746875	2897466.0	11	1	1	Day	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-06 00:00:00	16.92345	12.174750000000005	14.360494791666667	2757171.0	11	2	1	Day	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-07 00:00:00	16.8992	11.865925	14.3743125	2671279.0	11	3	1	Day	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-08 00:00:00	14.4381	10.136375000000003	12.1837484375	2680682.0	11	4	1	Day	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-09 00:00:00	12.0536	7.44585	9.852488020833333	2508453.0	11	5	0	Day	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-10 00:00:00	11.3904	6.47275	9.661932291666668	2402705.0	11	6	0	Day	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-11 00:00:00	10.63225	4.76605	7.481075	2580550.0	11	0	1	Holiday	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-12 00:00:00	11.618950000000002	7.113649999999999	9.062225520833334	2941327.0	11	1	1	Day	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-13 00:00:00	11.2183	6.280825000000001	8.5526671875	2984765.0	11	2	1	Day	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-14 00:00:00	9.9338	5.5482000000000005	7.284408333333334	3118403.0	11	3	1	Day	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-11-15 00:00:00	8.37805	5.33995	6.581988020833333	3181126.0	11	4	1	Day	323	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2013-11-16 00:00:00	7.631450000000001	3.54735	5.253861979166667	2949565.0	11	5	0	Day	324	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2013-11-17 00:00:00	7.67765	4.67575	5.888382812500001	2809072.0	11	6	0	Day	325	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2013-11-18 00:00:00	7.71675	5.373550000000002	6.289748958333334	3203809.0	11	0	1	Day	326	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2013-11-19 00:00:00	7.443250000000001	3.827625	5.9725661458333335	3297301.0	11	1	1	Day	327	1	1	0	0	1	1	0	0	0	0	0	0	0	0
2013-11-20 00:00:00	5.8454500000000005	2.0523	3.8323062500000002	3480764.0	11	2	1	Day	328	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-21 00:00:00	5.1251000000000015	3.029	3.8228697916666667	3484587.0	11	3	1	Day	329	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-22 00:00:00	4.90925	2.2639	3.5745093750000003	3556467.0	11	4	1	Day	330	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-23 00:00:00	6.423800000000001	3.7466	4.968221354166666	3228271.0	11	5	0	Day	331	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-24 00:00:00	7.8877000000000015	4.3127	5.961516666666667	3011264.0	11	6	0	Day	332	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-25 00:00:00	7.20385	4.276175	5.518235937499999	3346415.0	11	0	1	Day	333	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-26 00:00:00	6.5721	3.114275000000001	4.4245734375	3447942.0	11	1	1	Day	334	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-27 00:00:00	6.009850000000001	0.8555750000000002	3.194136458333334	3515441.0	11	2	1	Day	335	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-28 00:00:00	5.7433999999999985	-0.6595500000000001	2.300652604166667	3664329.0	11	3	1	Day	336	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-29 00:00:00	7.5609	3.12375	5.1352208333333325	3545623.0	11	4	1	Day	337	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-11-30 00:00:00	7.5329999999999995	4.4029250000000015	5.808457291666667	3173502.0	11	5	0	Day	338	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2013-12-01 00:00:00	7.5404	2.5353	4.5618296875	3057029.0	12	6	0	Day	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-02 00:00:00	8.03175	2.71315	5.0513296875	3440160.0	12	0	1	Day	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-03 00:00:00	8.16085	0.06370000000000009	3.2068614583333335	3568702.0	12	1	1	Day	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-04 00:00:00	8.816849999999997	1.3428000000000002	4.415392708333333	3628243.0	12	2	1	Day	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-05 00:00:00	7.750300000000001	3.3309500000000005	5.399116145833333	3549130.0	12	3	1	Day	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-06 00:00:00	8.7974	3.75855	6.076876041666666	3452506.0	12	4	1	Day	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-07 00:00:00	8.5168	2.47975	4.605002083333333	3179665.0	12	5	0	Day	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-08 00:00:00	9.49765	1.4691500000000002	4.141428645833333	3081254.0	12	6	0	Day	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-09 00:00:00	8.857400000000002	-0.66175	2.8315744791666666	3575112.0	12	0	1	Day	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-10 00:00:00	8.5782	-0.93525	2.5934375	3647617.0	12	1	1	Day	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-11 00:00:00	8.237	0.00890000000000004	3.068246875	3628244.0	12	2	1	Day	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-12 00:00:00	7.1394	0.7439500000000001	3.1620000000000004	3642172.0	12	3	1	Day	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-13 00:00:00	7.027300000000001	0.78545	3.671536458333333	3587725.0	12	4	1	Day	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-14 00:00:00	9.73125	4.02215	5.899805729166668	3217220.0	12	5	0	Day	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-15 00:00:00	10.855200000000005	4.04035	6.228602083333333	3056761.0	12	6	0	Day	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-16 00:00:00	12.373500000000002	3.6983	7.013044791666666	3353213.0	12	0	1	Day	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-17 00:00:00	11.2399	4.350950000000001	7.164363020833334	3355016.0	12	1	1	Day	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-18 00:00:00	10.96085	6.6026	8.425700520833333	3271689.0	12	2	1	Day	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-19 00:00:00	9.52035	5.71045	8.19395625	3244579.0	12	3	1	Day	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-20 00:00:00	9.053350000000002	4.24405	6.053840624999999	3267095.0	12	4	1	Day	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-21 00:00:00	8.6137	3.92245	6.065626041666666	3074863.0	12	5	0	Day	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-22 00:00:00	11.1727	7.05055	8.946428645833334	2826884.0	12	6	0	Day	360	0	1	0	1	1	0	0	0	0	0	0	0	0	0
2013-12-23 00:00:00	12.1741	7.37955	9.437930208333334	2958045.0	12	0	1	Day	361	0	1	0	1	1	0	0	0	0	0	0	0	0	0
2013-12-24 00:00:00	11.900099999999995	10.2668	10.917050520833333	2826032.0	12	1	1	Day	362	0	1	0	1	1	0	0	0	0	0	0	0	0	0
2013-12-25 00:00:00	10.56985	5.743675	8.3821484375	2514424.0	12	2	1	Holiday	363	0	1	0	1	1	0	0	0	0	0	0	0	0	0
2013-12-26 00:00:00	8.28585	4.7333	6.089331250000001	2890405.0	12	3	1	Day	364	0	1	0	1	1	0	0	0	0	0	0	0	0	0
2013-12-27 00:00:00	11.547150000000002	5.539699999999999	8.3978828125	2944092.0	12	4	1	Day	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-28 00:00:00	8.9756	5.4494250000000015	7.8005125	2795763.0	12	5	0	Day	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-29 00:00:00	8.73905	3.8268	5.710701041666667	2799878.0	12	6	0	Day	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-30 00:00:00	7.97905	2.7141500000000005	4.904618229166666	3119023.0	12	0	1	Day	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-12-31 00:00:00	8.9316	3.79845	6.2070651041666665	3048781.0	12	1	1	Day	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-01 00:00:00	10.3474	6.10315	8.193240625	2732220.0	1	2	1	Holiday	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-02 00:00:00	11.49745	8.3949	9.571681770833335	2907995.0	1	3	1	Day	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-03 00:00:00	11.90335	8.36945	9.89680625	2955062.0	1	4	1	Day	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-04 00:00:00	11.44015	6.680500000000001	8.9284359375	2809731.0	1	5	0	Day	373	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-05 00:00:00	9.34085	5.229850000000001	7.219986979166667	2794007.0	1	6	0	Day	374	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-06 00:00:00	12.869650000000002	8.1823	10.20540859375	3089094.0	1	0	1	Day	375	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-07 00:00:00	13.03465	9.286699999999998	10.775514322916665	3066934.0	1	1	1	Day	376	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-08 00:00:00	13.4115	8.248800000000001	10.53495625	3027217.0	1	2	1	Day	377	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-09 00:00:00	11.7445	7.053775	9.8119234375	3080233.0	1	3	1	Day	378	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-10 00:00:00	9.8244	5.08445	6.907553645833334	3151864.0	1	4	1	Day	379	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-11 00:00:00	10.038000000000002	5.17415	7.403926041666668	2877024.0	1	5	0	Day	380	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-12 00:00:00	9.327149999999998	4.53815	6.603333333333334	2830811.0	1	6	0	Day	381	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-13 00:00:00	9.5787	5.8676249999999985	7.620497916666667	3185631.0	1	0	1	Day	382	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2014-01-14 00:00:00	8.29235	4.099675	5.634093750000001	3324206.0	1	1	1	Day	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-15 00:00:00	8.507850000000001	3.9622	6.257880208333333	3410417.0	1	2	1	Day	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-16 00:00:00	9.7373	7.2772000000000014	8.143836979166666	3308216.0	1	3	1	Day	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-17 00:00:00	11.1099	5.897	7.673038020833334	3235475.0	1	4	1	Day	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-18 00:00:00	10.12315	4.766150000000001	7.140777604166668	2969511.0	1	5	0	Day	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-19 00:00:00	8.512150000000002	5.273675000000001	6.636103125000001	2829476.0	1	6	0	Day	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-20 00:00:00	7.33145	4.076825	5.375335416666668	3321655.0	1	0	1	Day	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-21 00:00:00	6.79455	2.90315	4.387960416666666	3470278.0	1	1	1	Day	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-22 00:00:00	6.7464	2.29625	4.284591145833334	3503814.0	1	2	1	Day	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-23 00:00:00	8.330699999999998	4.296900000000001	6.190368229166668	3458287.0	1	3	1	Day	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-24 00:00:00	7.590600000000001	4.9620750000000005	6.212488020833334	3399602.0	1	4	1	Day	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-25 00:00:00	8.5502	4.22325	6.238724479166667	3089155.0	1	5	0	Day	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-26 00:00:00	9.63395	6.08195	7.855709375	2905899.0	1	6	0	Day	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-27 00:00:00	7.356350000000003	3.656875	5.602203125	3359575.0	1	0	1	Day	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-28 00:00:00	7.459400000000001	3.0222	4.799807291666666	3514230.0	1	1	1	Day	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-29 00:00:00	6.2682	3.4196000000000004	4.570200520833333	3523792.0	1	2	1	Day	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-30 00:00:00	6.71995	3.60675	4.8086921875	3468358.0	1	3	1	Day	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-01-31 00:00:00	8.1906	1.66945	4.6644921875	3494023.0	1	4	1	Day	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-02-01 00:00:00	8.058850000000001	4.306525	6.262248437500001	3152003.0	2	5	0	Day	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-02-02 00:00:00	8.6202	2.8859	5.088764583333334	3015487.0	2	6	0	Day	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-02-03 00:00:00	8.81025	1.34355	4.792231770833333	3372133.0	2	0	1	Day	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-02-04 00:00:00	9.392500000000002	3.9507	6.448246875	3377428.0	2	1	1	Day	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-02-05 00:00:00	8.661349999999999	6.191025	7.338083854166666	3434317.0	2	2	1	Day	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014-02-06 00:00:00	11.49785	4.8338	8.122496875000001	3385599.0	2	3	1	Day	406	0	1	0	1	0	0	0	0	0	0	0	0	0	0
2014-02-07 00:00:00	11.106849999999998	6.8034750000000015	9.054454166666668	3223509.0	2	4	1	Day	407	0	1	0	1	0	0	0	0	0	0	0	0	0	0
2014-02-08 00:00:00	8.77365	5.956150000000001	7.094230208333333	3039842.0	2	5	0	Day	408	0	1	0	1	0	0	0	0	0	0	0	0	0	0
